country_id,country_name,eligible_pairs,mean_abs_price_component_usd,median_abs_price_component_usd,mean_abs_weight_component_usd,median_abs_weight_component_usd,max_abs_price_component_usd,max_abs_weight_component_usd,offsetting_sign_pairs
GB,United Kingdom,325,0.018742795453471878,9.914852334421244e-4,0.003960001947365436,6.378446268097903e-4,2.372819555831488,0.4134329320165613,160
US,United States,326,0.02192812560960373,0.008115620662562856,0.00400410500033559,0.0010804532587597045,0.15084506935622427,0.1053463138991577,153
ID,Indonesia,350,0.01474932711559232,0.001723618058267496,0.002643674791741594,0.0011950072874063976,1.9456820492332518,0.17436877827024141,210
